WERD,LENGTHofWERD,INITIAL,FREQEST,GROUP,INVENTORY,CONTAINS,MASQ
HOMOSEXES,9,H,-2147221499,3,6,EHMOSX,34677024
HOMOSEXUALISMS,14,H,-2147221499,3,10,AEHILMOSUX,38875938
HOMOSTYLIES,11,H,-2147221499,3,9,EHILMOSTY,70333216
HOMOTAXES,9,H,-2147221499,3,8,AEHMOSTX,36774178
HOMOTHALLIES,12,H,-2147221499,3,9,AEHILMOST,3224354
HOMOTHALLISMS,13,H,-2147221499,3,8,AHILMOST,3224322
HOMOTHERMIES,12,H,-2147221499,3,8,EHIMORST,3744544
HOMOTONIES,10,H,-2147221499,3,8,EHIMNOST,3236640
HOMOTYPIES,10,H,-2147221499,3,9,EHIMOPSTY,70460192
HOMUNCLES,9,H,-2147221499,3,9,CEHLMNOSU,5337384
HONESTNESSES,12,H,-2147221499,3,6,EHNOST,3227936
HONEWORTS,9,H,-2147221499,3,8,EHNORSTW,20529440
HONEYMONTHED,12,H,-2147221499,3,8,DEHMNOTY,69296432
HONEYMONTHING,13,H,-2147221499,3,9,EGHIMNOTY,69297056
HONEYMONTHS,11,H,-2147221499,3,8,EHMNOSTY,70344992
HONGIES,7,H,-2147221499,3,7,EGHINOS,1131424
HONGIING,8,H,-2147221499,3,5,GHINO,82816
HONORABLENESSES,15,H,-2147221499,3,9,ABEHLNORS,1659174
HONOURABILITIES,15,H,-2147221499,3,12,ABEHILNORSTU,7951142
HOODEDNESSES,12,H,-2147221499,3,6,DEHNOS,1130800
HOODIER,7,H,-2147221499,3,6,DEHIOR,590640
HOODIEST,8,H,-2147221499,3,7,DEHIOST,3212080
HOODLUMISMS,11,H,-2147221499,3,8,DHILMOSU,5321488
HOODMEN,7,H,-2147221499,3,6,DEHMNO,90416
HOODOOISMS,10,H,-2147221499,3,6,DHIMOS,1123088
HOOFROTS,8,H,-2147221499,3,6,FHORST,3735872
HOOKCHECK,9,H,-2147221499,3,5,CEHKO,67880
HOOKCHECKS,10,H,-2147221499,3,6,CEHKOS,1116456
HOOKEDNESSES,12,H,-2147221499,3,7,DEHKNOS,1132848
HOOLACHANS,10,H,-2147221499,3,7,ACHLNOS,1134858
HOOLICANS,9,H,-2147221499,3,8,ACHILNOS,1135370
HOOLIEST,8,H,-2147221499,3,7,EHILOST,3216160
HOOROOED,8,H,-2147221499,3,5,DEHOR,590128
HOOROOS,7,H,-2147221499,3,4,HORS,1638656
HOOSGOWS,8,H,-2147221499,3,5,GHOSW,17891712
HOOTANANNIE,11,H,-2147221499,3,7,AEHINOT,2179874
HOOTANANNIES,12,H,-2147221499,3,8,AEHINOST,3228450
HOOTENANNIE,11,H,-2147221499,3,7,AEHINOT,2179874
HOOTIEST,8,H,-2147221499,3,6,EHIOST,3212064
HOOTNANNIE,10,H,-2147221499,3,7,AEHINOT,2179874
HOOVERINGS,10,H,-2147221499,3,9,EGHINORSV,10044320
HOPDOGS,7,H,-2147221499,3,6,DGHOPS,1245584
HOPLOLOGIES,11,H,-2147221499,3,8,EGHILOPS,1250208
HOPLOLOGIST,11,H,-2147221499,3,8,GHILOPST,3347328
HOPLOLOGISTS,12,H,-2147221499,3,8,GHILOPST,3347328
HOPPINESSES,11,H,-2147221499,3,7,EHINOPS,1262368
HOPPLERS,8,H,-2147221499,3,7,EHLOPRS,1773856
HORIATIKIS,10,H,-2147221499,3,8,AHIKORST,3738370
HORMESES,8,H,-2147221499,3,6,EHMORS,1646880
HORNBAGS,8,H,-2147221499,3,8,ABGHNORS,1655174
HORNBEAKS,9,H,-2147221499,3,9,ABEHKNORS,1657126
HORNEDNESSES,12,H,-2147221499,3,7,DEHNORS,1655088
HORNFISHES,10,H,-2147221499,3,8,EFHINORS,1655648
HORNINESSES,11,H,-2147221499,3,7,EHINORS,1655584
HORNLESSNESSES,14,H,-2147221499,3,7,EHLNORS,1659168
HORNWRACKS,10,H,-2147221499,3,9,ACHKNORSW,18434314
HORNYWINK,9,H,-2147221499,3,8,HIKNORWY,84495104
HORNYWINKS,10,H,-2147221499,3,9,HIKNORSWY,85543680
HOROEKAS,8,H,-2147221499,3,7,AEHKORS,1640738
HOROGRAPHER,11,H,-2147221499,3,7,AEGHOPR,721314
HOROGRAPHIES,12,H,-2147221499,3,9,AEGHIOPRS,1770402
HOROKAKAS,9,H,-2147221499,3,6,AHKORS,1640706
HOROLOGIONS,11,H,-2147221499,3,8,GHILNORS,1659776
HOROMETRIES,11,H,-2147221499,3,8,EHIMORST,3744544
HOROPITOS,9,H,-2147221499,3,7,HIOPRST,3867392
HOROSCOPIES,11,H,-2147221499,3,8,CEHIOPRS,1770280
HORRIDNESSES,12,H,-2147221499,3,8,DEHINORS,1655600
HORSEFLESHES,12,H,-2147221499,3,7,EFHLORS,1642848
HORSEMEATS,10,H,-2147221499,3,8,AEHMORST,3744034
HORSEPOXES,10,H,-2147221499,3,7,EHOPRSX,35324192
HORSESHITS,10,H,-2147221499,3,7,EHIORST,3736352
HORSESHOEINGS,13,H,-2147221499,3,8,EGHINORS,1655712
HORSINESSES,11,H,-2147221499,3,7,EHINORS,1655584
HOSEYED,7,H,-2147221499,3,6,DEHOSY,68223280
HOSEYING,8,H,-2147221499,3,8,EGHINOSY,68240288
HOSTELINGS,10,H,-2147221499,3,9,EGHILNOST,3232672
HOSTELLINGS,11,H,-2147221499,3,9,EGHILNOST,3232672
HOTELDOMS,9,H,-2147221499,3,8,DEHLMOST,3223856
HOTELINGS,9,H,-2147221499,3,9,EGHILNOST,3232672
HOTHEADEDNESSES,15,H,-2147221499,3,8,ADEHNOST,3227954
HOTHOUSINGS,11,H,-2147221499,3,8,GHINOSTU,7422848
HOUFFED,7,H,-2147221499,3,6,DEFHOU,4260208
HOUFFING,8,H,-2147221499,3,7,FGHINOU,4277184
HOUGHMAGANDIES,14,H,-2147221499,3,11,ADEGHIMNOSU,5333938
HOUHERES,8,H,-2147221499,3,6,EHORSU,5832992
HOUMMOSES,9,H,-2147221499,3,6,EHMOSU,5316896
HOUMOUSES,9,H,-2147221499,3,6,EHMOSU,5316896
HOUMUSES,8,H,-2147221499,3,6,EHMOSU,5316896
HOURPLATES,10,H,-2147221499,3,10,AEHLOPRSTU,8065314
HOUSELESSNESSES,15,H,-2147221499,3,7,EHLNOSU,5329184
HOUSELLINGS,11,H,-2147221499,3,9,EGHILNOSU,5329824
HOUSEWIFELIER,13,H,-2147221499,3,10,EFHILORSUW,22614880
HOUSEWIFELIEST,14,H,-2147221499,3,10,EFHILOSTUW,24187744
HOUSEWIFESHIPS,14,H,-2147221499,3,9,EFHIOPSUW,22217568
HOUSEWIFESKEPS,14,H,-2147221499,3,10,EFHIKOPSUW,22219616
HOUSEWIFIER,11,H,-2147221499,3,9,EFHIORSUW,22610784
HOUSEWIFIEST,12,H,-2147221499,3,9,EFHIOSTUW,24183648
HOUSIEST,8,H,-2147221499,3,7,EHIOSTU,7406368
HOWFED,6,H,-2147221499,3,6,DEFHOW,16843120
HOWFFED,7,H,-2147221499,3,6,DEFHOW,16843120
HOWFFING,8,H,-2147221499,3,7,FGHINOW,16860096
HOWLBACKS,9,H,-2147221499,3,9,ABCHKLOSW,17897742
HOWLROUNDS,10,H,-2147221499,3,9,DHLNORSUW,22630672
HOYDENED,8,H,-2147221499,3,6,DEHNOY,67191088
HOYDENHOODS,11,H,-2147221499,3,7,DEHNOSY,68239664
HOYDENISHNESSES,15,H,-2147221499,3,8,DEHINOSY,68240176
HUBBLIER,8,H,-2147221499,3,7,BEHILRU,4723492
HUBBLIEST,9,H,-2147221499,3,8,BEHILSTU,7344932
HUBBUBOOS,9,H,-2147221499,3,5,BHOSU,5308676
HUBRISES,8,H,-2147221499,3,7,BEHIRSU,5767972
HUCKERY,7,H,-2147221499,3,7,CEHKRUY,71829800
HUCKSTERAGES,12,H,-2147221499,3,10,ACEGHKRSTU,7866794
HUCKSTERESSES,13,H,-2147221499,3,8,CEHKRSTU,7866664
HUDUDS,6,H,-2147221499,3,4,DHSU,5243152
HUFFINESSES,11,H,-2147221499,3,7,EFHINSU,5260128
HUFFISHNESSES,13,H,-2147221499,3,7,EFHINSU,5260128
HUGEOUSNESSES,13,H,-2147221499,3,7,EGHNOSU,5325216
HUGGIER,7,H,-2147221499,3,6,EGHIRU,4719520
HULLIEST,8,H,-2147221499,3,7,EHILSTU,7344928
HULLOES,7,H,-2147221499,3,6,EHLOSU,5312800
HUMANENESSES,12,H,-2147221499,3,7,AEHMNSU,5267746
HUMANHOODS,10,H,-2147221499,3,8,ADHMNOSU,5333266
HUMBLEBRAGGED,13,H,-2147221499,3,10,ABDEGHLMRU,4731318
HUMBLENESSES,12,H,-2147221499,3,8,BEHLMNSU,5271844
HUMBLESSES,10,H,-2147221499,3,7,BEHLMSU,5255460
HUMBUGGABLE,11,H,-2147221499,3,8,ABEGHLMU,4207014
HUMBUZZES,9,H,-2147221499,3,7,BEHMSUZ,139469092
HUMDRUMNESSES,13,H,-2147221499,3,8,DEHMNRSU,5792048
HUMDURGEONS,11,H,-2147221499,3,10,DEGHMNORSU,5857712
HUMECTIVES,10,H,-2147221499,3,9,CEHIMSTUV,15737640
HUMEFIES,8,H,-2147221499,3,7,EFHIMSU,5251936
HUMEFY,6,H,-2147221499,3,6,EFHMUY,71311712
HUMFED,6,H,-2147221499,3,6,DEFHMU,4202864
HUMFING,7,H,-2147221499,3,7,FGHIMNU,4219840
HUMFS,5,H,-2147221499,3,5,FHMSU,5251392
HUMGRUFFIAN,11,H,-2147221499,3,9,AFGHIMNRU,4744130
HUMGRUFFIANS,12,H,-2147221499,3,10,AFGHIMNRSU,5792706
HUMGRUFFINS,11,H,-2147221499,3,9,FGHIMNRSU,5792704
HUMIDEXES,9,H,-2147221499,3,8,DEHIMSUX,38806320
HUMIDICES,9,H,-2147221499,3,8,CDEHIMSU,5251896
HUMIDNESSES,11,H,-2147221499,3,8,DEHIMNSU,5268272
HUMINTS,7,H,-2147221499,3,7,HIMNSTU,7365376
HUMITURES,9,H,-2147221499,3,8,EHIMRSTU,7873312
HUMMELLINGS,11,H,-2147221499,3,9,EGHILMNSU,5272480
HUMMOCKIER,10,H,-2147221499,3,9,CEHIKMORU,4795176
HUMMOCKIEST,11,H,-2147221499,3,10,CEHIKMOSTU,7416616
HUMMUSES,8,H,-2147221499,3,5,EHMSU,5251360
HUMOGENS,8,H,-2147221499,3,8,EGHMNOSU,5333408
HUMORALISMS,11,H,-2147221499,3,9,AHILMORSU,5845762
HUMORESKS,9,H,-2147221499,3,8,EHKMORSU,5843232
HUMORLESSNESSES,15,H,-2147221499,3,9,EHLMNORSU,5861664
HUMOROUSNESSES,14,H,-2147221499,3,8,EHMNORSU,5857568
HUMORSOMENESSES,15,H,-2147221499,3,8,EHMNORSU,5857568
HUMOUSES,8,H,-2147221499,3,6,EHMOSU,5316896
HUMPENS,7,H,-2147221499,3,7,EHMNPSU,5398816
HUMPINESSES,11,H,-2147221499,3,8,EHIMNPSU,5399328
HUMUSIER,8,H,-2147221499,3,7,EHIMRSU,5776160
HUMUSIEST,9,H,-2147221499,3,7,EHIMSTU,7349024
HUNTIEGOWK,10,H,-2147221499,3,10,EGHIKNOTUW,23153568
HUNTIEGOWKED,12,H,-2147221499,3,11,DEGHIKNOTUW,23153584
HUNTIEGOWKING,13,H,-2147221499,3,10,EGHIKNOTUW,23153568
HUNTIEGOWKS,11,H,-2147221499,3,11,EGHIKNOSTUW,24202144
HUNTSMANSHIPS,13,H,-2147221499,3,9,AHIMNPSTU,7496450
HUPIROS,7,H,-2147221499,3,7,HIOPRSU,5964544
HUPPOTH,7,H,-2147221499,3,5,HOPTU,6488320
HURLBARROWS,11,H,-2147221499,3,9,ABHLORSUW,22614278
HURRIEDNESSES,13,H,-2147221499,3,8,DEHINRSU,5784368
HURTFULNESSES,13,H,-2147221499,3,9,EFHLNRSTU,7885152
HURTLESSNESSES,14,H,-2147221499,3,8,EHLNRSTU,7885088
HUSBANDAGES,11,H,-2147221499,3,9,ABDEGHNSU,5259702
HUSBANDLIER,11,H,-2147221499,3,11,ABDEHILNRSU,5788470
HUSBANDLIEST,12,H,-2147221499,3,11,ABDEHILNSTU,7361334
HUSHERED,8,H,-2147221499,3,6,DEHRSU,5767472
HUSHIEST,8,H,-2147221499,3,6,EHISTU,7340832
HUSKINESSES,11,H,-2147221499,3,7,EHIKNSU,5262112
HUTZPAHS,8,H,-2147221499,3,7,AHPSTUZ,141689090
HUTZPAS,7,H,-2147221499,3,7,AHPSTUZ,141689090
HWYLS,5,H,-2147221499,3,5,HLSWY,84939008
HYACINES,8,H,-2147221499,3,8,ACEHINSY,68174634
HYALINISATIONS,14,H,-2147221499,3,9,AHILNOSTY,70341378
HYALINISE,9,H,-2147221499,3,8,AEHILNSY,68178722
HYALINISES,10,H,-2147221499,3,8,AEHILNSY,68178722
HYALOMELANES,12,H,-2147221499,3,9,AEHLMNOSY,68251938
HYALOMELANS,11,H,-2147221499,3,9,AEHLMNOSY,68251938
HYALOPLASMS,11,H,-2147221499,3,8,AHLMOPSY,68366594
HYBRIDOMATA,11,H,-2147221499,3,10,ABDHIMORTY,69804822
HYBRISES,8,H,-2147221499,3,7,BEHIRSY,68682532
HYDRAEMIAS,10,H,-2147221499,3,9,ADEHIMRSY,68690738
HYDRARGYRAL,11,H,-2147221499,3,7,ADGHLRY,67637650
HYDRARGYRIAS,12,H,-2147221499,3,8,ADGHIRSY,68682642
HYDRARGYRISMS,13,H,-2147221499,3,9,ADGHIMRSY,68690834
HYDRARGYRUMS,12,H,-2147221499,3,9,ADGHMRSUY,72884626
HYDRASTININES,13,H,-2147221499,3,10,ADEHINRSTY,70796082
HYDRASTISES,11,H,-2147221499,3,9,ADEHIRSTY,70779698
HYDRAULICKINGS,14,H,-2147221499,3,13,ACDGHIKLNRSUY,72899482
HYDRILLAS,9,H,-2147221499,3,8,ADHILRSY,68686610
HYDROBIOLOGIES,14,H,-2147221499,3,11,BDEGHILORSY,68752308
HYDROCEPHALUSES,15,H,-2147221499,3,12,ACDEHLOPRSUY,73077050
HYDROCRACKINGS,14,H,-2147221499,3,12,ACDGHIKNORSY,68766618
HYDROFORMINGS,13,H,-2147221499,3,11,DFGHIMNORSY,68772816
HYDROLYSATIONS,14,H,-2147221499,3,11,ADHILNORSTY,70865682
HYDROMANCIES,12,H,-2147221499,3,12,ACDEHIMNORSY,68772666
HYDROMANIAS,11,H,-2147221499,3,10,ADHIMNORSY,68772626
HYDROMEDUSOIDS,14,H,-2147221499,3,10,DEHIMORSUY,72950576
HYDROMETRIES,12,H,-2147221499,3,10,DEHIMORSTY,70853424
HYDROPHILIES,12,H,-2147221499,3,10,DEHILOPRSY,68883248
HYDROPHYTONS,12,H,-2147221499,3,9,DHNOPRSTY,70992144
HYDROPHYTOUS,12,H,-2147221499,3,9,DHOPRSTUY,75170064
HYDROSOMAL,10,H,-2147221499,3,9,ADHLMORSY,68759826
HYDROSOMATA,11,H,-2147221499,3,9,ADHMORSTY,70852882
HYDROSOMATOUS,13,H,-2147221499,3,10,ADHMORSTUY,75047186
HYDROSPACES,11,H,-2147221499,3,10,ACDEHOPRSY,68878650
HYDROTAXES,10,H,-2147221499,3,10,ADEHORSTXY,104399154
HYDROTHORAXES,13,H,-2147221499,3,10,ADEHORSTXY,104399154
HYDROXIUM,9,H,-2147221499,3,9,DHIMORUXY,105456400
HYDROXIUMS,10,H,-2147221499,3,10,DHIMORSUXY,106504976
HYDROXONIUMS,12,H,-2147221499,3,11,DHIMNORSUXY,106521360
HYDYNES,7,H,-2147221499,3,6,DEHNSY,68174128
HYETOGRAPHIES,13,H,-2147221499,3,11,AEGHIOPRSTY,70976418
HYETOLOGIES,11,H,-2147221499,3,9,EGHILOSTY,70325152
HYETOMETERS,11,H,-2147221499,3,8,EHMORSTY,70852896
HYGROCHASIES,12,H,-2147221499,3,10,ACEGHIORSY,68748202
HYGROLOGIES,11,H,-2147221499,3,9,EGHILORSY,68752288
HYGROPHOBE,10,H,-2147221499,3,8,BEGHOPRY,67830180
HYGROPHOBES,11,H,-2147221499,3,9,BEGHOPRSY,68878756
HYLDINGS,8,H,-2147221499,3,8,DGHILNSY,68178832
HYLICISMS,9,H,-2147221499,3,7,CHILMSY,68170504
HYLISMS,7,H,-2147221499,3,6,HILMSY,68170496
HYLISTS,7,H,-2147221499,3,6,HILSTY,70259456
HYLOGENESES,11,H,-2147221499,3,8,EGHLNOSY,68243872
HYLOPATHISMS,12,H,-2147221499,3,10,AHILMOPSTY,70464258
HYLOPATHIST,11,H,-2147221499,3,9,AHILOPSTY,70456066
HYLOPATHISTS,12,H,-2147221499,3,9,AHILOPSTY,70456066
HYLOPHYTE,9,H,-2147221499,3,7,EHLOPTY,69407008
HYLOTHEISMS,11,H,-2147221499,3,9,EHILMOSTY,70333216
HYLOTHEISTS,11,H,-2147221499,3,8,EHILOSTY,70325024
HYLOTOMOUS,10,H,-2147221499,3,8,HLMOSTUY,74526976
HYMENAEANS,10,H,-2147221499,3,7,AEHMNSY,68182306
HYMENOPLASTIES,14,H,-2147221499,3,12,AEHILMNOPSTY,70480674
HYMNOGRAPHIES,13,H,-2147221499,3,12,AEGHIMNOPRSY,68903842
HYOSCYAMUSES,12,H,-2147221499,3,9,ACEHMOSUY,72425770
HYPAESTHESIC,12,H,-2147221499,3,9,ACEHIPSTY,70386474
HYPAETHRONS,11,H,-2147221499,3,10,AEHNOPRSTY,70992162
HYPALGIAS,9,H,-2147221499,3,8,AGHILPSY,68293506
HYPERACTIONS,12,H,-2147221499,3,12,ACEHINOPRSTY,70992682
HYPERACUSES,11,H,-2147221499,3,9,ACEHPRSUY,73007402
HYPERAROUSALS,13,H,-2147221499,3,10,AEHLOPRSUY,73077026
HYPERBATICALLY,14,H,-2147221499,3,11,ABCEHILPRTY,69866286
HYPERBOLAEONS,13,H,-2147221499,3,11,ABEHLNOPRSY,68899110
HYPERCAPNIAS,12,H,-2147221499,3,10,ACEHINPRSY,68829994
HYPERCARBIAS,12,H,-2147221499,3,10,ABCEHIPRSY,68813614
HYPERCATALEXES,14,H,-2147221499,3,11,ACEHLPRSTXY,104468778
HYPERCOLOURS,12,H,-2147221499,3,10,CEHLOPRSUY,73077032
HYPERCRITICISES,15,H,-2147221499,3,9,CEHIPRSTY,70910760
HYPERCRITICIZES,15,H,-2147221499,3,10,CEHIPRSTYZ,205128488
HYPERDACTYLIES,14,H,-2147221499,3,12,ACDEHILPRSTY,70914874
HYPERDULIAS,11,H,-2147221499,3,11,ADEHILPRSUY,73012018
HYPERER,7,H,-2147221499,3,5,EHPRY,67764512
HYPEREXCRETIONS,15,H,-2147221499,3,12,CEHINOPRSTXY,104547112
HYPERGAMIES,11,H,-2147221499,3,10,AEGHIMPRSY,68821922
HYPERIMMUNISES,14,H,-2147221499,3,10,EHIMNPRSUY,73032480
HYPERIMMUNIZES,14,H,-2147221499,3,11,EHIMNPRSUYZ,207250208
HYPERINOSES,11,H,-2147221499,3,9,EHINOPRSY,68895520
HYPERMANIAS,11,H,-2147221499,3,10,AEHIMNPRSY,68838178
HYPERMETROPICAL,15,H,-2147221499,3,12,ACEHILMOPRTY,69940010
HYPERMETROPIES,14,H,-2147221499,3,10,EHIMOPRSTY,70984480
HYPERMILINGS,12,H,-2147221499,3,11,EGHILMNPRSY,68842400
HYPERMODERNISMS,15,H,-2147221499,3,11,DEHIMNOPRSY,68903728
HYPERNATRAEMIAS,15,H,-2147221499,3,11,AEHIMNPRSTY,70935330
HYPERNYMIES,11,H,-2147221499,3,9,EHIMNPRSY,68838176
HYPEROREXIAS,12,H,-2147221499,3,10,AEHIOPRSXY,102433570
HYPEROSMIAS,11,H,-2147221499,3,10,AEHIMOPRSY,68887330
HYPEROSTOSISES,14,H,-2147221499,3,9,EHIOPRSTY,70976288
HYPERPNOEAS,11,H,-2147221499,3,9,AEHNOPRSY,68895010
HYPERPROSEXIAS,14,H,-2147221499,3,10,AEHIOPRSXY,102433570
HYPERROMANTICS,14,H,-2147221499,3,13,ACEHIMNOPRSTY,71000874
HYPERSARCOMA,12,H,-2147221499,3,10,ACEHMOPRSY,68886826
HYPERSARCOMAS,13,H,-2147221499,3,10,ACEHMOPRSY,68886826
HYPERSARCOMATA,14,H,-2147221499,3,11,ACEHMOPRSTY,70983978
HYPERSARCOSES,13,H,-2147221499,3,9,ACEHOPRSY,68878634
HYPERSTHENIAS,13,H,-2147221499,3,10,AEHINPRSTY,70927138
HYPERURICAEMIAS,15,H,-2147221499,3,11,ACEHIMPRSUY,73016106
HYPERVIGILANCES,15,H,-2147221499,3,13,ACEGHILNPRSVY,77222826
HYPHEMIAS,9,H,-2147221499,3,8,AEHIMPSY,68297506
HYPHENISATIONS,14,H,-2147221499,3,10,AEHINOPSTY,70468386
HYPHENISE,9,H,-2147221499,3,7,EHINPSY,68305696
HYPHENISES,10,H,-2147221499,3,7,EHINPSY,68305696
HYPHENISING,11,H,-2147221499,3,8,EGHINPSY,68305824
HYPHENISMS,10,H,-2147221499,3,8,EHIMNPSY,68313888
HYPHIES,7,H,-2147221499,3,6,EHIPSY,68289312
HYPINGS,7,H,-2147221499,3,7,GHINPSY,68305792
HYPINOSES,9,H,-2147221499,3,8,EHINOPSY,68371232
HYPNICS,7,H,-2147221499,3,7,CHINPSY,68305672
HYPNOBIRTHINGS,14,H,-2147221499,3,11,BGHINOPRSTY,70992772
HYPNOGENESES,12,H,-2147221499,3,8,EGHNOPSY,68370848
HYPNOGENIES,11,H,-2147221499,3,9,EGHINOPSY,68371360
HYPNOIDISE,10,H,-2147221499,3,9,DEHINOPSY,68371248
HYPNOIDISED,11,H,-2147221499,3,9,DEHINOPSY,68371248
HYPNOIDISES,11,H,-2147221499,3,9,DEHINOPSY,68371248
HYPNOIDISING,12,H,-2147221499,3,9,DGHINOPSY,68371344
HYPNOIDIZE,10,H,-2147221499,3,9,DEHINOPYZ,201540400
HYPNOIDIZED,11,H,-2147221499,3,9,DEHINOPYZ,201540400
HYPNOIDIZES,11,H,-2147221499,3,10,DEHINOPSYZ,202588976
HYPNOIDIZING,12,H,-2147221499,3,9,DGHINOPYZ,201540496
HYPNOLOGIES,11,H,-2147221499,3,10,EGHILNOPSY,68375456
HYPNONES,8,H,-2147221499,3,7,EHNOPSY,68370720
HYPNOPAEDIAS,12,H,-2147221499,3,10,ADEHINOPSY,68371250
HYPNOPHOBIAS,12,H,-2147221499,3,9,ABHINOPSY,68371206
HYPNOTEES,9,H,-2147221499,3,8,EHNOPSTY,70467872
HYPOBOLES,9,H,-2147221499,3,8,BEHLOPSY,68358436
HYPOCHONDRIASMS,15,H,-2147221499,3,12,ACDHIMNOPRSY,68903706
HYPOCISTS,9,H,-2147221499,3,8,CHIOPSTY,70451976
HYPOCORISMAS,12,H,-2147221499,3,10,ACHIMOPRSY,68887306
HYPOCRITIC,10,H,-2147221499,3,8,CHIOPRTY,69927688
HYPODERMAS,10,H,-2147221499,3,10,ADEHMOPRSY,68886834
HYPOGNATHISMS,13,H,-2147221499,3,11,AGHIMNOPSTY,70476674
HYPOGYNIES,10,H,-2147221499,3,9,EGHINOPSY,68371360
HYPOMENORRHEAS,14,H,-2147221499,3,10,AEHMNOPRSY,68903202
HYPOMENORRHOEAS,15,H,-2147221499,3,10,AEHMNOPRSY,68903202
HYPONASTIES,11,H,-2147221499,3,10,AEHINOPSTY,70468386
HYPONATRAEMIAS,14,H,-2147221499,3,12,AEHIMNOPRSTY,71000866
HYPONOIAS,9,H,-2147221499,3,8,AHINOPSY,68371202
HYPOPHARYNXES,13,H,-2147221499,3,10,AEHNOPRSXY,102449442
HYPOPHYGE,9,H,-2147221499,3,6,EGHOPY,67305888
HYPOPHYGES,10,H,-2147221499,3,7,EGHOPSY,68354464
HYPOPLASTIES,12,H,-2147221499,3,10,AEHILOPSTY,70456098
HYPOSENSITISE,13,H,-2147221499,3,9,EHINOPSTY,70468384
HYPOSENSITISES,14,H,-2147221499,3,9,EHINOPSTY,70468384
HYPOSENSITIZES,14,H,-2147221499,3,10,EHINOPSTYZ,204686112
HYPOSPADIASES,13,H,-2147221499,3,9,ADEHIOPSY,68354866
HYPOSTHENIAS,12,H,-2147221499,3,10,AEHINOPSTY,70468386
HYPOSTRESSES,12,H,-2147221499,3,8,EHOPRSTY,70975776
HYPOSTROPHES,12,H,-2147221499,3,8,EHOPRSTY,70975776
HYPOXAEMIAS,11,H,-2147221499,3,10,AEHIMOPSXY,101917474
HYPSOGRAPHIES,13,H,-2147221499,3,10,AEGHIOPRSY,68879266
HYPSOMETRIST,12,H,-2147221499,3,10,EHIMOPRSTY,70984480
HYPSOMETRISTS,13,H,-2147221499,3,10,EHIMOPRSTY,70984480
HYPSOPHOBE,10,H,-2147221499,3,7,BEHOPSY,68354340
HYPSOPHOBES,11,H,-2147221499,3,7,BEHOPSY,68354340
HYPSOPHOBIAS,12,H,-2147221499,3,8,ABHIOPSY,68354822
HYSTERECTOMISE,14,H,-2147221499,3,10,CEHIMORSTY,70853416
HYSTERECTOMISES,15,H,-2147221499,3,10,CEHIMORSTY,70853416
HYSTERITISES,12,H,-2147221499,3,7,EHIRSTY,70779680
HYSTEROGENIES,13,H,-2147221499,3,10,EGHINORSTY,70861728
HYSTEROGENY,11,H,-2147221499,3,9,EGHNORSTY,70861216
HYSTEROMANIAS,13,H,-2147221499,3,11,AEHIMNORSTY,70869794
IATROGENIES,11,I,-2147221499,3,9,AEGINORST,3752610
IBOGAINES,9,I,-2147221499,3,8,ABEGINOS,1131174
ICEBOATINGS,11,I,-2147221499,3,10,ABCEGINOST,3228334
ICEFISHED,9,I,-2147221499,3,7,CDEFHIS,1049464
ICEKHANA,8,I,-2147221499,3,7,ACEHIKN,19242
ICEKHANAS,9,I,-2147221499,3,8,ACEHIKNS,1067818
ICHTHYOCOLLAS,13,I,-2147221499,3,9,ACHILOSTY,70325002
ICHTHYODORYLITE,15,I,-2147221499,3,10,CDEHILORTY,69800760
ICHTHYOLATRIES,14,I,-2147221499,3,11,ACEHILORSTY,70849322
ICHTHYOLATROUS,14,I,-2147221499,3,11,ACHILORSTUY,75043594
ICHTHYOPHAGIES,14,I,-2147221499,3,11,ACEGHIOPSTY,70452138
ICHTHYORNISES,13,I,-2147221499,3,10,CEHINORSTY,70861608
ICHTHYSES,9,I,-2147221499,3,7,CEHISTY,70255400
ICINESSES,9,I,-2147221499,3,5,CEINS,1065512
ICKINESSES,10,I,-2147221499,3,6,CEIKNS,1067560
ICKLEST,7,I,-2147221499,3,7,CEIKLST,3152424
ICONOLATRIES,12,I,-2147221499,3,10,ACEILNORST,3756586
ICONOMACHIES,12,I,-2147221499,3,9,ACEHIMNOS,1139498
ICONOMACHIST,12,I,-2147221499,3,9,ACHIMNOST,3236618
ICONOMACHISTS,13,I,-2147221499,3,9,ACHIMNOST,3236618
ICONOMATICISM,13,I,-2147221499,3,8,ACIMNOST,3236362
ICONOMATICISMS,14,I,-2147221499,3,8,ACIMNOST,3236362
ICONOMETERS,11,I,-2147221499,3,9,CEIMNORST,3760680
ICONOMETRIES,12,I,-2147221499,3,9,CEIMNORST,3760680
ICONOPHILISMS,13,I,-2147221499,3,9,CHILMNOPS,1274632
ICOSANDRIAN,11,I,-2147221499,3,8,ACDINORS,1655322
ICTERICALS,10,I,-2147221499,3,8,ACEILRST,3674666
ICTERUSES,9,I,-2147221499,3,7,CEIRSTU,7864872
IDEALNESSES,11,I,-2147221499,3,7,ADEILNS,1069618
IDEMPOTENCIES,13,I,-2147221499,3,10,CDEIMNOPST,3367480
IDENTICALNESSES,15,I,-2147221499,3,9,ACDEILNST,3166778
IDIOGLOSSIAS,12,I,-2147221499,3,7,ADGILOS,1118866
IDIOMATICNESSES,15,I,-2147221499,3,10,ACDEIMNOST,3236410
